datetime,headline,summary,url,source
2025-04-08 22:15:07,"Merck & Co., Inc. (MRK): Among Defensive Stocks Billionaire Ken Fisher is Betting On","We recently published a list of 10 Defensive Stocks Billionaire Ken Fisher is Betting On. In this article, we are going to take a look at where Merck & Co., Inc. (NYSE:MRK) stands against other defensive stocks billionaire Ken Fisher is betting on. Ken Fisher, an American billionaire investor, author, and financial analyst, founded and runs Fisher […]",https://finnhub.io/api/news?id=b1f7b40807f6ac6b2a0c51c452032e8f09d9326b256a7cfceb28d6ad793d6592,Yahoo
2025-04-08 14:03:18,"Walgreens, CVS, & US drugmakers make big moves: What to know","Walgreens (WBA) stock is rising after the company reported better-than-expected second quarter earnings while preparing for privatization. Yahoo Finance Senior Health Reporter Anjalee Khemlani highlights the company's cost management strategy, CVS's (CVS) leadership changes amid similar challenges in the retail drug sector, and moves by US drug makers, like Merck (MRK), Johnson & Johnson (JNJ), and Eli Lilly (LLY), as they prepare for incoming tariffs. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.",https://finnhub.io/api/news?id=4802859d758f4365de19e8df750d7be4ad395ac3a31a609b767e157d6ab882c0,Yahoo
2025-04-08 09:07:18,Q4 Earnings Roundup: Organon (NYSE:OGN) And The Rest Of The Branded Pharmaceuticals Segment,"Quarterly earnings results are a good time to check in on a company’s progress, especially compared to its peers in the same sector. Today we are looking at Organon (NYSE:OGN) and the best and worst performers in the branded pharmaceuticals industry.",https://finnhub.io/api/news?id=3678b45cd73e254168e20a6b2de72c12af404d5b2a0635e001a5ec2f764683c5,Yahoo
2025-04-07 09:10:45,2 Reasons to Like MRK (and 1 Not So Much),"The past six months haven’t been great for Merck. It just made a new 52-week low of $79.69, and shareholders have lost 26.6% of their capital. This was partly due to its softer quarterly results and might have investors contemplating their next move.",https://finnhub.io/api/news?id=144c139338b3c1f306e28ec074d8f2c93d22477771db0a9d765c43005704e828,Yahoo
2025-04-07 05:46:20,"Shareholders that lost money on Merck & Co., Inc.(MRK) should contact The Gross Law Firm about pending Class Action - MRK","NEW YORK, April 7, 2025 /PRNewswire/ -- The Gross Law Firm issues the following notice to shareholders of Merck & Co., Inc. . ...",https://finnhub.io/api/news?id=c4be08257777f13e4e97442f841d166dc0e1518a6a8453c7242708340d989323,Finnhub
2025-04-05 08:14:13,"Janux Therapeutics: Buying For The Promising Pipeline, Holding For The Buyout",,https://finnhub.io/api/news?id=5819a095f5ce7ff62af0002f01ef824941e9b6f627ef88cbc30cd37e023de276,SeekingAlpha
2025-04-05 08:00:00,"5 Relatively Secure And Cheap Dividend Stocks, Yields Up To 8% (April 2025)","We discuss five discounted, large-cap dividend stocks for stable growth and income. Read here for our filtering process for top DGI picks.",https://finnhub.io/api/news?id=a6d9de19c396701d482892fc3ddcb18bd7765e7a83f5a8f9f7304c93cdc7cd9a,SeekingAlpha
2025-04-04 17:00:00,Health Care Roundup: Market Talk,Health Care Roundup: Market Talk,https://finnhub.io/api/news?id=2069bd10f018edaef674ec38c521144fba7cc1183cc60bc89c6ab2e3081701eb,DowJones
2025-04-04 16:36:05,"MRK Investors Have Opportunity to Lead Merck Securities Fraud Lawsuit with Faruqi & Faruqi, LLP","Faruqi & Faruqi, LLP Securities Litigation Partner James Wilson Encourages Investors Who Suffered Losses Exceeding $100,000 In Merck To Contact Him Directly To Discuss Their OptionsIf you suffered...",https://finnhub.io/api/news?id=a86629489c3120c86df03357b828a6a47e71fae42063b4bded5cb814e0333a09,Finnhub
2025-04-04 13:19:03,"MRK FINAL DEADLINE: ROSEN, A LONGSTANDING LAW FIRM, Encourages Merck & Co., Inc. Investors with Losses in Excess of $100K to Secure Counsel Before Important April 14 Deadline in Securities Class Action - MRK","WHY: Rosen Law Firm, a global investor rights law firm, reminds purchasers of securities of Merck & Co., Inc. between February 3, 2022 and February 3, 2025, both dates inclusive , of the important...",https://finnhub.io/api/news?id=c1bacd482bb3b4b42665e2a8d4e7edcd9612ccd7c4b6d50664b8a28abef5347f,Finnhub
