datetime,headline,summary,url,source
2025-04-09 08:16:12,"Chevron to 'Triple-Frac' in Permian Basin to Cut Costs, Reuters Reports","Chevron intends to increase the usage of a technique known as triple-frac, in which it fractures subterranean rock in three wells at a time, in the Permian basin, Reuters reports. --The plan is...",https://finnhub.io/api/news?id=1c82370eb9e2e7cfd5f486ddb58694ac6ad6a13406bf2d4cdd80fa28470dfa4c,Finnhub
2025-04-08 18:00:00,"Building A $100,000 Dividend Portfolio: Enhancing SCHD With April's Top High-Yield Picks",Enhance your dividend strategy with April 2025's top high-yield picks. Click here to learn how to boost SCHD income and optimize your portfolio's risk-reward balance.,https://finnhub.io/api/news?id=306a992842aae5d6149230ab59ff4971d480f95ddae7c596fbb018078e5d5dd3,SeekingAlpha
2025-04-08 16:33:00,Chevron Corp. stock underperforms Tuesday when compared to competitors,Chevron Corp. stock underperforms Tuesday when compared to competitors,https://finnhub.io/api/news?id=6045de271032165199c4a139df474523a0dee70cac77cdf675aaf575adbb67a9,MarketWatch
2025-04-08 15:50:20,Why Chevron Stock Soared 15.5% in Q1 While the Nasdaq Plunged 10%,The oil stock beat the market in Q1. Here's why it remains a buy on any dip.,https://finnhub.io/api/news?id=4a4148f8ab3c02403d57a834c894bcc3b5cb2fda3b5db3da780b66e4968c5b59,Yahoo
2025-04-08 14:42:00,Chevron to Begin Pipeline Preparations in Eastern Mediterranean,"CVX is set to begin a seabed survey to link Cyprus' Aphrodite gas field to Egypt, boosting regional energy ties.",https://finnhub.io/api/news?id=467f3f153bc8f003fef82ff4b45b757276a32b7109a7ea3497205e3819ab984e,Yahoo
2025-04-08 14:21:19,Is Chevron Corporation (CVX) the Best American Energy Stock to Buy Now?,"We recently published a list of 11 Best American Energy Stocks to Buy Now. In this article, we are going to take a look at where Chevron Corporation (NYSE:CVX) stands against other best American energy stocks to buy now. On Friday, April 4, oil futures reached multiyear lows following China’s response to the tariffs imposed by […]",https://finnhub.io/api/news?id=868719ca0d56857c70e4ebd9198cc13992a217498515c8ebe10b36c7c4c05f87,Yahoo
2025-04-08 13:39:00,Worried About Tariffs? Keep a Watch on 2 Energy Giants: XOM & CVX,Can Chevron and ExxonMobil sail through the current turbulent tariff-induced business environment?,https://finnhub.io/api/news?id=c94ec525da8c5c74de0d0f424e8b9c9a202a38fab48133d04c67b1688e3e7679,Yahoo
2025-04-08 11:23:00,3 Energy Biggies Offering Strong Dividends Amid Volatility,"Investors looking for stable, income-generating assets for their portfolios may focus on large-cap energy stocks like WMB, CVX and KMI.",https://finnhub.io/api/news?id=cbc898b1f2b15f43579096843a08524453902010b6140329c9a3260b30a578e4,Yahoo
2025-04-07 22:16:36,"Chevron to survey east Mediterranean seabed for pipeline linking gas field to Egypt, Cyprus says","Energy company Chevron will begin a survey of the east Mediterranean seabed early this summer to prepare for a pipeline connecting a sizable natural gas deposit in Cyprus waters with processing facilities in Egypt, Cypriot officials said Monday.  Chevron CEO Mike Wirth told Cypriot President Nikos Christodoulides in a meeting at Chevron headquarters in Houston the survey will proceed according to a set timetable.",https://finnhub.io/api/news?id=ab6c366dc919239aae28bb3da7c827e3f4e63a4c79276f2c48b7c079479ff802,Yahoo
2025-04-07 16:31:00,Chevron Corp. stock underperforms Monday when compared to competitors,Chevron Corp. stock underperforms Monday when compared to competitors,https://finnhub.io/api/news?id=0a35bdbcf1e13c5dcebecb5c251ed8bc757b3dbf7feadea7a1408a043f6b1a61,MarketWatch
