datetime,headline,summary,url,source
2025-04-08 21:45:15,Why Home Depot (HD) Dipped More Than Broader Market Today,"Home Depot (HD) concluded the recent trading session at $334.81, signifying a -1.96% move from its prior day's close.",https://finnhub.io/api/news?id=0a40838da1824f86ffeeed585281453944e49ba52b745a9a83549cba2331ad1a,Yahoo
2025-04-08 16:36:26,Top US Retailers Balked at Challenging Trump Tariffs in Court,"(Bloomberg) -- The Friday before President Donald Trump’s April 2 announcement of across-the-board tariffs, the top lawyer for one of the biggest US retail industry groups updated members on planning for a potential lawsuit over the trade levies.Most Read from BloombergThe Irish Hot Press Is the Low-Tech Laundry Trick the World NeedsTrump Order on CDFI Fund Risks Aid for Small Businesses, HousingThis Skinny Mexico City Tower Is Just 14 Feet Wide on One SideIn Chicago, a Former Steel Mill Looks t",https://finnhub.io/api/news?id=41038ef141c53f2a725e31a541b2a1bf9de40c8eebcb769effaa566b979d08ba,Yahoo
2025-04-08 16:32:00,Home Depot Inc. stock outperforms competitors despite losses on the day,Home Depot Inc. stock outperforms competitors despite losses on the day,https://finnhub.io/api/news?id=bd09e70cb48a39e6cbc746c806cac282e573380f2bc89895d1303002f1ff6880,MarketWatch
2025-04-08 13:30:08,Is It Worth Investing in Home Depot (HD) Based on Wall Street's Bullish Views?,"Based on the average brokerage recommendation (ABR), Home Depot (HD) should be added to one's portfolio. Wall Street analysts' overly optimistic recommendations cast doubt on the effectiveness of this highly sought-after metric. So, is the stock worth buying?",https://finnhub.io/api/news?id=b08356897486f034385a8fdb8000a697e6e88e8b682660917ebd59079e93860f,Yahoo
2025-04-08 13:00:13,"The Home Depot, Inc. (HD) Is a Trending Stock: Facts to Know Before Betting on It","Recently, Zacks.com users have been paying close attention to Home Depot (HD). This makes it worthwhile to examine what the stock has in store.",https://finnhub.io/api/news?id=1c363ccbb17fce04ff51443aff02cbf8dd7df549a5e50e9115f7c22e89862e56,Yahoo
2025-04-07 17:23:39,Home Depot (NYSE:HD) Faces Shareholder Activism as Proposals Challenge Company Policies,"Home Depot (NYSE:HD) experienced a flat price movement over the past week, amidst a backdrop of significant investor activism highlighting proposals on corporate governance and sustainability, which the company recommended voting against ahead of its annual meeting on May 22, 2025. At the same time, broader market volatility, driven by heightened uncertainties around new tariffs, saw the market dip significantly, with the Dow Jones index dropping sharply. This general market turbulence likely...",https://finnhub.io/api/news?id=d82d22a3623316ff0479158f2c3e033f2dac0d3e7ee0b6982b5a237796202198,Yahoo
2025-04-07 15:51:00,"Dow's 534-point drop led by losses in shares of Apple, Home Depot","Dow's 534-point drop led by losses in shares of Apple, Home Depot",https://finnhub.io/api/news?id=743fc712d25efc65c46bb9a3fa6ac16ded687719ab069aae9126b30b6f7c0482,MarketWatch
2025-04-07 14:50:00,"Apple, Nike share losses contribute to Dow's nearly 300-point fall","Apple, Nike share losses contribute to Dow's nearly 300-point fall",https://finnhub.io/api/news?id=f68f28a69996116141d0d9c92d5cfbe1a9baa0712f88db6e2540b9196260f4f7,MarketWatch
2025-04-07 13:49:00,"Dow down 187 points on losses in Nike, Apple stocks","Dow down 187 points on losses in Nike, Apple stocks",https://finnhub.io/api/news?id=6c6c6b6ace86d36865b0db904995c2aaa81f84c5e89cf00812d76186d0a8c885,MarketWatch
2025-04-07 13:00:13,Want Better Returns? Don't Ignore These 2 Retail-Wholesale Stocks Set to Beat Earnings,Finding stocks expected to beat quarterly earnings estimates becomes an easier task with our Zacks Earnings ESP.,https://finnhub.io/api/news?id=6adf9fab5538c897fbfc68691ae51d382dc416636b2b8f4e0f6a0a54c3086e3f,Yahoo
